Strain ID,Soil sample name,Country of origin,Color of colony,Colony morphology,WT halo against AB?,WT halo against E. coli?,Frozen on:,Sent through co-ALE?,Sequenced?,Antibiotic susceptibility info?,Bioactive cmpd identified?,Comments,Strain,Description of soil sample,Location,GPS coordinates,Date of collection,Collected by:,Media for Isolation,Soil meta Comments
NBC 00567,Pep roses,USA,tan / black,flat / large wrinkles,No,No,2/6/2017,,,,,Consider as platform strain,NBC 00567,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00568,Pep roses,USA,tan / yellow,too small to tell,No,No,2/6/2017,,,,,,NBC 00568,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00569,Pep roses,USA,orange / pink / yellow,bumpy,No,No,2/6/2017,,,,,Mr. Everywhere,NBC 00569,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00570,Pep roses,USA,pink,large wrinkles,unsure,unsure,2/6/2017,,,,,,NBC 00570,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00571,Pep roses,USA,brown / white,flat / wrinkly,No,No,2/6/2017,,,,,,NBC 00571,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00572,Pep roses,USA,fuzzy white / gray,flat,reduced ZOI,no,2/6/2017,Yes,Yes,,,,NBC 00572,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00573,Pep roses,USA,black / pink / gray,large bumps / fuzzy,reduced ZOI,reduced ZOI,2/6/2017,Yes,Yes,,,,NBC 00573,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00574,Pep roses,USA,white / orange / pink / gray,flat,reduced ZOI,unsure,2/6/2017,Yes,,,,,NBC 00574,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00575,Pep roses,USA,tan / gray / white,bumpy,unsure,unsure,2/6/2017,,,,,,NBC 00575,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00576,Pep roses,USA,tan,wrinkly,3 mm,5 mm,2/6/2017,,Yes,,,,NBC 00576,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00577,Sinaia1,Romania,white,bumpy,No,No,2/6/2017,,,,,,NBC 00577,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00578,Sinaia1,Romania,tan / yellow,large & flat,unsure,unsure,2/6/2017,,,,,,NBC 00578,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00579,Sinaia1,Romania,,,,,2/6/2017,,,,,,NBC 00579,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00580,Sinaia1,Romania,red,too small to tell,No,No,2/6/2017,,,,,Evolve,NBC 00580,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00581,CFB house plant,Denmark,gray / black,wrinkly,2 mm,5 mm,2/6/2017,,,,,NBC 00581 and 00668 are likely duplicates,NBC 00581,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00582,CFB house plant,Denmark,tan / pink / gray,"outer radial lines, bumpy interior",No,unsure,2/6/2017,,,,,,NBC 00582,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00583,CFB house plant,Denmark,white / gray,bumpy,No,No,4/13/2017,,,,,,NBC 00583,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00584,CFB house plant,Denmark,fluorescent yellow /  some gray & white in inner part,flat,8 mm,No,2/6/2017,,,,,NBC 00520 and NBC 584 and NBC 00714 are possible duplicates,NBC 00584,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00585,CFB house plant,Denmark,light gray / dark gray,flat / wrinkly,No,No,2/6/2017,,,,,,NBC 00585,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00586,CFB house plant,Denmark,white / gray / yellow,bumpy,No,No,4/13/2017,Yes,,,,,NBC 00586,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00587,CFB house plant,Denmark,white,bumpy,No,No,2/6/2017,,,,,,NBC 00587,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00588,CFB house plant,Denmark,tan,outer radial lines / large inner wrinkles,No,No,2/6/2017,,,,,,NBC 00588,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00589,OG2,Denmark,tan / brown,"flat, but digs into and separates agar",No,unsure,2/6/2017,,,,,,NBC 00589,Olivier's garden; where his cat goes to the toilet,Hillerød,,"Week 42 or 43, 2016",Olivier Bitterlin,,
NBC 00590,CFB house plant,Denmark,white,bumpy,No,No,2/6/2017,,,,,,NBC 00590,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00591,CFB house plant,Denmark,white,bumpy,5 mm,15 mm,2/6/2017,,Yes,,,,NBC 00591,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00592,CFB house plant,Denmark,white / gray / pink,flat / large wrinkles,No,No,2/6/2017,,,,,Evolve,NBC 00592,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00593,CFB house plant,Denmark,tan,outer radial lines / inner wrinkles,No,No,2/6/2017,,,,,,NBC 00593,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00594,CFB house plant,Denmark,tan,small bumps,2 mm,3 mm,2/6/2017,,Yes,,,,NBC 00594,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00595,Buhl compost,Germany,red / pink / gray,bumpy,No,unsure,2/6/2017,,,,,NBC 00489 and 00504 and 595 are possible duplicates,NBC 00595,Compost heap,Bühl,,"Week 45, 2016",Kai Blin,,
NBC 00596,CFB house plant,Denmark,tan / white,flat,30 mm,30 mm,2/6/2017,,,,Yes,"Don't have full sequence, but appears very similar to S. lavendulae.",NBC 00596,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00597,OG2,Denmark,tan,flat,No,No,2/6/2017,,,,,,NBC 00597,Olivier's garden; where his cat goes to the toilet,Hillerød,,"Week 42 or 43, 2016",Olivier Bitterlin,,
NBC 00598,CFB house plant,Denmark,white,bumpy,unsure,unsure,2/6/2017,,,,,,NBC 00598,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00599,Pep strawberries,Denmark,tan / dark green,bumpy / wrinkly,unsure,No,2/20/2017,,,,,,NBC 00599,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00600,Andratx,Spain,tan / white,small bumps,No,unsure,2/10/2017,,,,,Slow grower,NBC 00600,,Andratx,"39° 32' 21"" N   2° 25' 35"" E","Week 41, 2016",Helene Robertsen,,from Mallorca
NBC 00601,Buhl compost,Germany,,,,,2/10/2017,,,,,,NBC 00601,Compost heap,Bühl,,"Week 45, 2016",Kai Blin,,
NBC 00602,Andratx,Spain,tan,wrinkly,No,No,2/10/2017,,,,,Slow grower,NBC 00602,,Andratx,"39° 32' 21"" N   2° 25' 35"" E","Week 41, 2016",Helene Robertsen,,from Mallorca
NBC 00603,Pollenca,Spain,black / white / light gray,flat / fuzzy,No,unsure,2/10/2017,,,,,Slow grower,NBC 00603,,Pollença,"39° 52' 17"" N   3° 5' 10"" E","Week 41, 2016",Helene Robertsen,,from Mallorca
NBC 00604,Pollenca,Spain,,,,,2/10/2017,,,,,Slow grower,NBC 00604,,Pollença,"39° 52' 17"" N   3° 5' 10"" E","Week 41, 2016",Helene Robertsen,,from Mallorca
NBC 00605,OG3,Denmark,tan / orange,wrinkly,unsure,No,2/10/2017,,,,,Slow grower,NBC 00605,Olivier's garden; a pot where he grew pot several years ago,Hillerød,,"Week 42 or 43, 2016",Olivier Bitterlin,,
NBC 00606,Pollenca,Spain,"outer white ring, gray/brown interior","outer radial lines, bumpy interior",unsure,unsure,2/10/2017,,,,,Slow grower,NBC 00606,,Pollença,"39° 52' 17"" N   3° 5' 10"" E","Week 41, 2016",Helene Robertsen,,from Mallorca
NBC 00607,Dyre3,Denmark,tan / white,wrinkly,unsure,1 mm,2/10/2017,,Yes,,,Slow grower,NBC 00607,"Next to lake to left of entrance.  About 6-7 meters away from the above sample, but same environment",Dyrehaven,"55° 47' 55"" N   12° 32' 48"" E","Week 43, 2016",Pep Charusanti,,
NBC 00608,OG4,Denmark,,,,,2/10/2017,,,,,Slow grower,NBC 00608,Olivier's garden; where birds go poop,Hillerød,,"Week 42 or 43, 2016",Olivier Bitterlin,,
NBC 00609,Pep roses,USA,white / gray,flat / wrinkly,No,No,2/10/2017,,,,,,NBC 00609,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00610,Pep roses,USA,light purple outer / dark purple inner,"outer radial lines, bumpy interior",No,No,2/10/2017,,,,,,NBC 00610,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00611,Pep roses,USA,white,bumpy,unsure,No,2/10/2017,,,,,,NBC 00611,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00612,Sinaia1,Romania,tan / white,flat,unsure,No,2/10/2017,,,,,,NBC 00612,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00613,Sinaia1,Romania,,,,,2/10/2017,,,,,,NBC 00613,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00614,CFB house plant,Denmark,,,,,2/10/2017,,,,,,NBC 00614,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00615,Sinaia1,Romania,yellow,wrinkly,reduced ZOI,No,2/20/2017,,,,,,NBC 00615,"On pathway to Celes palace, base of tree",Sinaia #1,"45° 21' 21"" N   25° 32' 56"" E","Week 46, 2016",Pep Charusanti,,
NBC 00616,CFB house plant,Denmark,"tan outer, gray, white, & red inner",flat,No,unsure,2/20/2017,Yes,,,,,NBC 00616,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00617,Dyre1,Denmark,,,,,2/20/2017,,Yes,,,Slow grower,NBC 00617,"Grassy field just inside entrance, on the left",Dyrehaven,"55° 47' 53"" N   12° 32' 30"" E","Week 43, 2016",Pep Charusanti,,
NBC 00618,Buhl compost,Germany,,,,,2/20/2017,,,,,Slow grower.,NBC 00618,Compost heap,Bühl,,"Week 45, 2016",Kai Blin,,
NBC 00619,TW3,Germany,,,,,2/20/2017,,,,,Slow grower,NBC 00619,"near tree stump, with nearby small plants rather than grass",Baiersbronn / Baden-Württem,,2016-09-23,Tilmann Weber,,
NBC 00620,Pep strawberries,USA,"tan outer radial lines, white bumpy interior",flat,reduced ZOI,2 mm,2/20/2017,Yes,Yes,,,,NBC 00620,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00621,OG1,Denmark,,,,,2/20/2017,,,,,Slow grower,NBC 00621,Olivier's garden; pile of trees and branches,Hillerød,,"Week 42 or 43, 2016",Olivier Bitterlin,,
NBC 00622,OG2,Denmark,,,,,2/20/2017,,,,,Slow grower,NBC 00622,Olivier's garden; where his cat goes to the toilet,Hillerød,,"Week 42 or 43, 2016",Olivier Bitterlin,,
NBC 00623,Raspberry,Denmark,tan / pink,bumpy,No,No,2/20/2017,,,,,Very fast grower.  Consider for platform host.,NBC 00623,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00624,Raspberry,Denmark,tan / white / gray,flat / smooth,No,No,2/20/2017,,,,,Very fast grower.  Consider for platform host.,NBC 00624,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00625,Pep roses,USA,fluffy white / gray,"flat inner, outer bump encircling entire colony",reduced ZOI,10 mm,2/20/2017,,Yes,,,Very fast grower.  Consider for platform host.,NBC 00625,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00626,Pep strawberries,USA,red / pink,wrinkly,unsure,No,2/20/2017,Yes,,,,Very fast grower.  Consider for platform host.,NBC 00626,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00627,Pep roses,USA,white / yellow center,"outer radial lines, flat/smooth center",unsure,No,2/21/2017,Yes,,,,Very fast grower.  Consider for platform host.  NBC 00627 and 00628 are likely duplicates,NBC 00627,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00628,Pep roses,USA,white / yellow center,"outer radial lines, flat/smooth center",unsure,No,2/21/2017,,,,,Very fast grower.  Consider for platform host.  NBC 00627 and 00628 are likely duplicates,NBC 00628,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00629,Pep roses,USA,white / gray,flat,unsure,unsure,2/21/2017,Yes,,,,Very fast grower.  Consider for platform host.,NBC 00629,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00630,Pep roses,USA,tan,wrinkly,3 mm,4 mm,2/21/2017,,Yes,,,Very fast grower.  Consider for platform host.,NBC 00630,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00631,Pep roses,USA,brown / dark gray,flat,No,No,2/21/2017,,,,,Very fast grower.  Consider for platform host.,NBC 00631,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00632,Pep roses,USA,tan / white,wrinkly,unsure,No,2/21/2017,Yes,,,,Very fast grower.  Consider for platform host.,NBC 00632,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00633,Pep roses,USA,"dark brown outer, white center","outer radial lines, bumpy interior",No,No,2/21/2017,,,,,Very fast grower.  Consider for platform host.,NBC 00633,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00634,Pep roses,USA,tan,flat / wrinkly,No,No,2/21/2017,,,,,Very fast grower.  Consider for platform host.,NBC 00634,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00635,Raspberry,USA,tan,wrinkly,3 mm,6 mm,2/21/2017,Yes,Yes,,,Very fast grower.  NBC 00638 and 00642 are possible duplicates,NBC 00635,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00636,Raspberry,USA,tan / white,large bumps,No,No,2/21/2017,,,,,Very fast grower.  Consider for platform host.,NBC 00636,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00637,Pep roses,USA,white,bumpy,No,2 mm,2/23/2017,Yes,Yes,,,Fast grower,NBC 00637,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00638,Pep roses,USA,"outer green, innter white / gray","outer radial lines, inner mountain",No,No,2/23/2017,,,,,"Fast grower in liquid, but slower grower in plate",NBC 00638,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00640,Pep roses,USA,tan,flat,unsure,No,2/23/2017,Yes,,,,Fast grower,NBC 00640,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00641,Raspberry,Denmark,gray / white,fortress-like,unsure,No,2/23/2017,Yes,,,,Fast grower,NBC 00641,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00642,Raspberry,Denmark,tan,wrinkly,4 mm,6 mm,2/23/2017,,Yes,,,Fast grower.  NBC 00638 and 00642 are possible duplicates,NBC 00642,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00643,Raspberry,Denmark,tan,wrinkly,1-4 mm (asymmetric),1-4 mm (asymmetric),2/23/2017,,Yes,,,Fast grower,NBC 00643,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00644,Raspberry,Denmark,white,"outer radial lines, bumpy interior",No,3 mm,2/23/2017,,,,,Fast grower,NBC 00644,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00645,Raspberry,Denmark,,,,,2/23/2017,,,,,Fast grower,NBC 00645,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00646,Pep roses,USA,tan,wrinkly,No,No,3/2/2017,,,,,,NBC 00646,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00647,Pep roses,USA,tan / white,"outer radial lines, bumpy interior",No,No,3/2/2017,,,,,,NBC 00647,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00648,Pep roses,USA,brown / gray,wrinkly,unsure,unsure,5/9/2017,Yes,,,,,NBC 00648,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00649,Pep roses,USA,orange /white / gray,bumpy,No,No,3/2/2017,,,,,Mr. Everywhere,NBC 00649,Pep's frontyard; next to middle rose bush,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00650,Raspberry,Denmark,tan,flat,No,No,3/2/2017,,,,,,NBC 00650,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00651,Raspberry,Denmark,tan / white,small bumps,3 mm,7 mm,3/2/2017,,Yes,,,,NBC 00651,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00652,Raspberry,Denmark,gray,too small to tell,No,unsure,3/2/2017,,,,,NBC 00652 and 00653 are likely duplicates.  Probably more duplicates in the collection too because I've seen this before,NBC 00652,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00653,Raspberry,Denmark,gray,"smooth, but slightly angled upward",unsure,unsure,3/2/2017,,,,,NBC 00652 and 00653 are likely duplicates.  Probably more duplicates in the collection too because I've seen this before,NBC 00653,Raspberry bush on the way to CFB building in Hørsholm,Hørsholm,"55 52' 10"" N,  12 29' 53""  E",2016-07-25,Pep Charusanti,,
NBC 00654,Pep strawberries,USA,tan,wrinkly,No,No,3/2/2017,,,,,,NBC 00654,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00655,Pep strawberries,USA,tan / white,bumpy,No,unsure,3/2/2017,Yes,,,,,NBC 00655,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00656,Pep strawberries,USA,tan,wrinkly,unsure,unsure,3/2/2017,Yes,Yes,,,,NBC 00656,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00657,Pep strawberries,USA,,,,,3/2/2017,,,,,,NBC 00657,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00658,Pep strawberries,USA,tan,wrinkly,No,No,3/2/2017,,,,,slow grower,NBC 00658,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00659,Pep strawberries,USA,tan,wrinkly,7 mm,8 mm,3/2/2017,,Yes,,,,NBC 00659,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00660,Pep strawberries,USA,white,bumpy,No,No,3/2/2017,,,,,,NBC 00660,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00661,Pep strawberries,USA,white,bumpy,No,No,3/2/2017,,,,,,NBC 00661,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00662,Pep strawberries,USA,tan,flat / peeling off,No,No,3/2/2017,,,,,,NBC 00662,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00663,Pep strawberries,USA,white,flat / peeling off,No,No,3/2/2017,,,,,,NBC 00663,Pep's backyard; strawberry plants,"Alameda, California",,2016-12-29,Pep Charusanti,,
NBC 00664,CFB house plant,Denmark,"white outer ring, tan interior",flat,No,No,3/2/2017,,,,,NBC 00664 and 00667 are likely duplicates,NBC 00664,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00665,CFB house plant,Denmark,dark red,mountain-like,No,No,3/2/2017,,,,,slow grower,NBC 00665,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00666,CFB house plant,Denmark,tan / white,large bumps,No,No,3/2/2017,,,,,,NBC 00666,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
NBC 00667,CFB house plant,Denmark,"white outer ring, tan interior",flat,No,No,3/2/2017,,,,,NBC 00664 and 00667 are likely duplicates,NBC 00667,Potted plant by red sofas just outside our 3rd floor office,"Inside the CFB building, right outside GMO2 lab",,2016-01-03,Pep Charusanti,,
